source_id,source_name,category,owner_org,geography,source_type,signal_type,suggested_output_route,priority_tier,automation_feasibility,access_status,final_package_status,duplicate_status,next_action,notes,evidence_source
delta_municipal_capital_plan,Delta municipal capital plan / major projects,D_capital_future_infrastructure,Delta municipal,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,Municipal capital/financial plans are distinct from tender pages and dev-app sources; preserve as future-project pipeline sources.,candidate_expansion_seed
richmond_municipal_capital_plan,Richmond municipal capital plan / major projects,D_capital_future_infrastructure,Richmond municipal,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,Municipal capital/financial plans are distinct from tender pages and dev-app sources; preserve as future-project pipeline sources.,candidate_expansion_seed
vancouver_municipal_capital_plan,Vancouver municipal capital plan / major projects,D_capital_future_infrastructure,Vancouver municipal,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,Municipal capital/financial plans are distinct from tender pages and dev-app sources; preserve as future-project pipeline sources.,candidate_expansion_seed
new_westminster_municipal_capital_plan,New Westminster municipal capital plan / major projects,D_capital_future_infrastructure,New Westminster municipal,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,Municipal capital/financial plans are distinct from tender pages and dev-app sources; preserve as future-project pipeline sources.,candidate_expansion_seed
city_of_north_vancouver_municipal_capital_plan,City of North Vancouver municipal capital plan / major projects,D_capital_future_infrastructure,City of North Vancouver municipal,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,Municipal capital/financial plans are distinct from tender pages and dev-app sources; preserve as future-project pipeline sources.,candidate_expansion_seed
district_of_north_vancouver_municipal_capital_plan,District of North Vancouver municipal capital plan / major projects,D_capital_future_infrastructure,District of North Vancouver municipal,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,Municipal capital/financial plans are distinct from tender pages and dev-app sources; preserve as future-project pipeline sources.,candidate_expansion_seed
west_vancouver_municipal_capital_plan,West Vancouver municipal capital plan / major projects,D_capital_future_infrastructure,West Vancouver municipal,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,Municipal capital/financial plans are distinct from tender pages and dev-app sources; preserve as future-project pipeline sources.,candidate_expansion_seed
white_rock_municipal_capital_plan,White Rock municipal capital plan / major projects,D_capital_future_infrastructure,White Rock municipal,BC / Lower Mainland,PDF / HTML / board report / to_verify,future project / capital plan,Future_Projects,2,manual_or_pdf_p3,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify capital plan/project page and extract civil-relevant pipeline,Municipal capital/financial plans are distinct from tender pages and dev-app sources; preserve as future-project pipeline sources.,candidate_expansion_seed
electoral_area_small_municipalities_fraser_valley_current_de,Electoral Area / small municipalities Fraser Valley current development applications / projects,B_dev_applications,Electoral Area / small municipalities Fraser Valley,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
anmore_current_developments,Anmore current development applications / projects,B_dev_applications,Anmore,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
belcarra_current_developments,Belcarra current development applications / projects,B_dev_applications,Belcarra,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
bowen_island_current_developments,Bowen Island current development applications / projects,B_dev_applications,Bowen Island,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
lions_bay_current_developments,Lions Bay current development applications / projects,B_dev_applications,Lions Bay,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
harrison_hot_springs_current_developments,Harrison Hot Springs current development applications / projects,B_dev_applications,Harrison Hot Springs,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
hope_current_developments,Hope current development applications / projects,B_dev_applications,Hope,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
kent_agassiz_current_developments,Kent / Agassiz current development applications / projects,B_dev_applications,Kent / Agassiz,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
langley_township_neighbourhood_plans_current_developments,Langley Township neighbourhood plans current development applications / projects,B_dev_applications,Langley Township neighbourhood plans,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
surrey_cosmos_planning_reports_current_developments,Surrey COSMOS / planning reports current development applications / projects,B_dev_applications,Surrey COSMOS / planning reports,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
vancouver_shape_your_city_rezoning_current_developments,Vancouver Shape Your City rezoning current development applications / projects,B_dev_applications,Vancouver Shape Your City rezoning,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
richmond_development_applications_current_developments,Richmond development applications current development applications / projects,B_dev_applications,Richmond development applications,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
coquitlam_development_application_viewer_current_development,Coquitlam development application viewer current development applications / projects,B_dev_applications,Coquitlam development application viewer,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
port_moody_development_applications_current_developments,Port Moody development applications current development applications / projects,B_dev_applications,Port Moody development applications,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
west_vancouver_development_permits_current_developments,West Vancouver development permits current development applications / projects,B_dev_applications,West Vancouver development permits,Lower Mainland / Fraser Valley,open data / GIS / HTML / PDF / to_verify,development application / rezoning / subdivision signal,Future_Projects,3,to_assess,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify whether source has API, ArcGIS, open data, or public HTML/PDF only",Municipal development source candidate; should be kept separate from procurement source.,candidate_expansion_seed
semiahmoo_first_nation_infrastructure,Semiahmoo First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Semiahmoo First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
kwantlen_first_nation_infrastructure,Kwantlen First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Kwantlen First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
katzie_first_nation_infrastructure,Katzie First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Katzie First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
kwikwetlem_first_nation_infrastructure,Kwikwetlem First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Kwikwetlem First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
tsawwassen_first_nation_infrastructure,Tsawwassen First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Tsawwassen First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
musqueam_indian_band_infrastructure,Musqueam Indian Band infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Musqueam Indian Band,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
squamish_nation_infrastructure,Squamish Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Squamish Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
tsleil_waututh_nation_infrastructure,Tsleil-Waututh Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Tsleil-Waututh Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
matsqui_first_nation_infrastructure,Matsqui First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Matsqui First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
sumas_first_nation_infrastructure,Sumas First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Sumas First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
seabird_island_band_infrastructure,Seabird Island Band infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Seabird Island Band,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
st_l_service_agency_infrastructure,Stó:lō Service Agency infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Stó:lō Service Agency,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
leq_a_mel_first_nation_infrastructure,Leq'a:mel First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Leq'a:mel First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
skowkale_first_nation_infrastructure,Skowkale First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Skowkale First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
tzeachten_first_nation_infrastructure,Tzeachten First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Tzeachten First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
cheam_first_nation_infrastructure,Cheam First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Cheam First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
yale_first_nation_infrastructure,Yale First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Yale First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
skawahlook_first_nation_infrastructure,Skawahlook First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Skawahlook First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
aitchelitz_first_nation_infrastructure,Aitchelitz First Nation infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Aitchelitz First Nation,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
shxwha_y_village_infrastructure,Shxwha:y Village infrastructure / development / procurement sources,I_first_nations_indigenous_infrastructure,Shxwha:y Village,Lower Mainland / Fraser Valley,HTML/PDF/procurement/news/to_verify,infrastructure / land development / servicing / procurement,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,"verify official site, development corporation, procurement notices, capital projects, council/news releases",First Nations infrastructure/land development can be highly relevant but may require relationship/manual workflow.,candidate_expansion_seed
beedie_project_pipeline,Beedie projects / land development pipeline,K_private_developer_pipeline,Beedie,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
polygon_project_pipeline,Polygon projects / land development pipeline,K_private_developer_pipeline,Polygon,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
wesgroup_project_pipeline,Wesgroup projects / land development pipeline,K_private_developer_pipeline,Wesgroup,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
anthem_project_pipeline,Anthem projects / land development pipeline,K_private_developer_pipeline,Anthem,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
onni_project_pipeline,Onni projects / land development pipeline,K_private_developer_pipeline,Onni,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
qualico_project_pipeline,Qualico projects / land development pipeline,K_private_developer_pipeline,Qualico,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
adera_project_pipeline,Adera projects / land development pipeline,K_private_developer_pipeline,Adera,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
morningstar_project_pipeline,Morningstar projects / land development pipeline,K_private_developer_pipeline,Morningstar,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
marcon_project_pipeline,Marcon projects / land development pipeline,K_private_developer_pipeline,Marcon,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
porte_communities_project_pipeline,Porte Communities projects / land development pipeline,K_private_developer_pipeline,Porte Communities,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
mosaic_homes_project_pipeline,Mosaic Homes projects / land development pipeline,K_private_developer_pipeline,Mosaic Homes,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
darwin_construction_project_pipeline,Darwin Construction projects / land development pipeline,K_private_developer_pipeline,Darwin Construction,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
concert_properties_project_pipeline,Concert Properties projects / land development pipeline,K_private_developer_pipeline,Concert Properties,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
bosa_properties_project_pipeline,Bosa Properties projects / land development pipeline,K_private_developer_pipeline,Bosa Properties,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
century_group_project_pipeline,Century Group projects / land development pipeline,K_private_developer_pipeline,Century Group,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
townline_project_pipeline,Townline projects / land development pipeline,K_private_developer_pipeline,Townline,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
intracorp_project_pipeline,Intracorp projects / land development pipeline,K_private_developer_pipeline,Intracorp,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
quadreal_project_pipeline,QuadReal projects / land development pipeline,K_private_developer_pipeline,QuadReal,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
pci_developments_project_pipeline,PCI Developments projects / land development pipeline,K_private_developer_pipeline,PCI Developments,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
peterson_group_project_pipeline,Peterson Group projects / land development pipeline,K_private_developer_pipeline,Peterson Group,Lower Mainland / BC,HTML / news / project page / manual research,future private development / land servicing signal,Future_Projects,2,manual_or_html_watch,public_to_verify,not_in_final_coded_sources,new_candidate_to_dedupe,verify active projects/communities/industrial pipeline; track only civil/site-servicing fit,Private developer source; not usually a tender portal but can signal future civil packages.,candidate_expansion_seed
